code,area,date,median_salary,life_satisfaction,mean_salary,recycling_pct,population_size,number_of_jobs,area_size,no_of_houses,borough_flag
E09000003,barnet,12/1/19,31624,,37328.0,,,,,,1
E09000004,bexley,12/1/19,31642,,33978.0,,,,,,1
E09000005,brent,12/1/19,31739,,36816.0,,,,,,1
E09000006,bromley,12/1/19,,,37564.0,,,,,,1
E09000007,camden,12/1/19,40196,,49115.0,,,,,,1
E09000008,croydon,12/1/19,35237,,38363.0,,,,,,1
E09000009,ealing,12/1/19,31021,,36420.0,,,,,,1
E09000010,enfield,12/1/19,28258,,36320.0,,,,,,1
E09000011,greenwich,12/1/19,33081,,36425.0,,,,,,1
E09000012,hackney,12/1/19,35020,,42067.0,,,,,,1
E09000013,hammersmith and fulham,12/1/19,37990,,48362.0,,,,,,1
E09000014,haringey,12/1/19,30452,,35251.0,,,,,,1
E09000015,harrow,12/1/19,32809,,37172.0,,,,,,1
E09000016,havering,12/1/19,32321,,37161.0,,,,,,1
E09000017,hillingdon,12/1/19,35231,,41686.0,,,,,,1
E09000018,hounslow,12/1/19,36487,,50418.0,,,,,,1
E09000019,islington,12/1/19,41076,,53466.0,,,,,,1
E09000020,kensington and chelsea,12/1/19,33000,,41741.0,,,,,,1
E09000021,kingston upon thames,12/1/19,32138,,37666.0,,,,,,1
E09000022,lambeth,12/1/19,36825,,48004.0,,,,,,1
E09000023,lewisham,12/1/19,32334,,36036.0,,,,,,1
E09000024,merton,12/1/19,31699,,,,,,,,1
E09000025,newham,12/1/19,33944,,41592.0,,,,,,1
E09000026,redbridge,12/1/19,29108,,34096.0,,,,,,1
E09000027,richmond upon thames,12/1/19,35191,,42092.0,,,,,,1
E09000028,southwark,12/1/19,40303,,47811.0,,,,,,1
E09000029,sutton,12/1/19,32947,,37392.0,,,,,,1
E09000030,tower hamlets,12/1/19,46142,,69434.0,,,,,,1
E09000031,waltham forest,12/1/19,30718,,33119.0,,,,,,1
E09000032,wandsworth,12/1/19,34168,,39617.0,,,,,,1
E09000033,westminster,12/1/19,43556,,60010.0,,,,,,1
E12000001,north east,12/1/19,27187,,31852.0,,,,,,0
E12000002,north west,12/1/19,28137,,33479.0,,,,,,0
E12000003,yorkshire and the humber,12/1/19,27835,,32653.0,,,,,,0
E12000004,east midlands,12/1/19,28000,,32639.0,,,,,,0
E12000005,west midlands,12/1/19,28536,,34247.0,,,,,,0
E12000006,east,12/1/19,30345,,36143.0,,,,,,0
E12000007,london,12/1/19,38992,,53100.0,,,,,,0
E12000008,south east,12/1/19,32120,,38715.0,,,,,,0
E12000009,south west,12/1/19,28654,,33543.0,,,,,,0
E13000001,inner london,12/1/19,nan,,59987.0,,,,,,0
E13000002,outer london,12/1/19,nan,,38614.0,,,,,,0
E92000001,england,12/1/19,30667,,38206.0,,,,,,0
K02000001,united kingdom,12/1/19,30353,,37428.0,,,,,,0
K03000001,great britain,12/1/19,30446,,37603.0,,,,,,0
K04000001,england and wales,12/1/19,30500,,37865.0,,,,,,0
N92000002,northern ireland,12/1/19,27434,,32083.0,,,,,,0
S92000003,scotland,12/1/19,30000,,34916.0,,,,,,0
W92000004,wales,12/1/19,27500,,31251.0,,,,,,0
